,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Sale Price,X Coordinate,Y Coordinate,Building Class Category,Address,Borough,Neighborhood
96,11204,1.824925816023739,0.10089020771513353,1.9258160237388724,1938.9881305637982,1793.8842729970327,1940.1780415430267,1.2462908011869436,1069130.465875371,-74.0060152,40.7127281,02 Two Family Dwellings                    ,1457 West 5Th   Street,Brooklyn,Borough Park
97,11205,1.2567049808429118,0.07279693486590039,1.3524904214559388,738.0459770114943,1055.5172413793102,1961.83908045977,1.8275862068965518,1055471.7969348659,-74.0060152,40.7127281,10 Coops - Elevator Apartments             ,8 Vanderbilt Avenue,Brooklyn,Bedford Stuyvesant
98,11206,2.2622222222222224,0.1688888888888889,2.4355555555555557,1159.9955555555555,1946.3244444444445,1968.2711111111112,1.8,980672.0355555556,-74.0060152,40.7127281,13 Condos - Elevator Apartments            ,90 Lorimer Street,Brooklyn,Bedford Stuyvesant
99,11207,2.2016632016632016,0.09563409563409564,2.2972972972972974,2106.5363825363825,2275.8191268191267,1934.178794178794,1.237006237006237,613625.7484407484,-74.0060152,40.7127281,02 Two Family Dwellings                    ,116 Covert Street,Brooklyn,East New York
100,11208,2.339662447257384,0.10548523206751055,2.438818565400844,2361.2109704641352,2358.4135021097045,1928.4810126582279,1.1708860759493671,544024.2025316455,-73.87457731835254,40.67635958171899,02 Two Family Dwellings                    ,310 Autumn Avenue,Brooklyn,East New York
101,11209,0.92152466367713,0.06502242152466367,0.9887892376681614,1104.0022421524664,1116.634529147982,1938.786995515695,1.6188340807174888,775887.9461883408,-74.0060152,40.71272810000001,10 Coops - Elevator Apartments             ,180 72 St,Brooklyn,Bay Ridge
102,11210,1.0718232044198894,0.06077348066298342,1.132596685082873,2098.9447513812156,1526.1381215469614,1931.5386740331492,1.2955801104972375,727654.4364640884,-74.0060152,40.7127281,01 One Family Dwellings                    ,3101 Avenue J,Brooklyn,Flatbush-East
103,11211,1.6537102473498233,0.11307420494699646,1.823321554770318,756.5194346289753,1105.5583038869258,1959.5689045936397,1.8904593639575973,1240680.0530035335,-74.0060152,40.7127281,13 Condos - Elevator Apartments            ,212 North 9Th   Street,Brooklyn,Williamsburg-East
104,11212,2.457286432160804,0.2562814070351759,2.71356783919598,2259.145728643216,2730.2964824120604,1942.3366834170854,1.4170854271356783,561687.6381909548,-74.0060152,40.7127281,02 Two Family Dwellings                    ,2027 Strauss Street,Brooklyn,Brownsville
105,11213,2.46524064171123,0.11229946524064172,2.5828877005347595,2021.6791443850268,2859.620320855615,1922.4010695187167,1.304812834224599,946374.9625668449,-74.0060152,40.7127281,02 Two Family Dwellings                    ,1621 Pacific St,Brooklyn,Crown Heights
106,11214,1.4643799472295516,0.16094986807387862,1.633245382585752,13116.51451187335,4841.419525065963,1951.287598944591,1.4881266490765173,854553.2084432718,-74.0060152,40.7127281,02 Two Family Dwellings                    ,8629 Bay Parkway,Brooklyn,Gravesend
107,11215,1.1353251318101933,0.054481546572934976,1.1985940246045694,680.3796133567663,949.4165202108964,1937.5623901581723,1.7135325131810193,1514512.8787346222,-74.0060152,40.7127281,09 Coops - Walkup Apartments               ,251 1 Street,Brooklyn,Park Slope
